date,scores,date
2017-04-12,"0,516",2017-04-12
2017-04-13,"-0,2743999999999999",2017-04-13
2017-04-14,"0,0",2017-04-14
2017-04-15,"-0,006099999999999994",2017-04-15
2017-04-18,"-0,6351",2017-04-18
2017-04-19,"0,09560000000000005",2017-04-19
2017-04-20,"0,508",2017-04-20
2017-04-21,"0,27309999999999995",2017-04-21
2017-04-22,"-0,5267",2017-04-22
2017-04-23,"-0,592",2017-04-23
2017-04-24,"-0,9756999999999999",2017-04-24
2017-04-25,"0,21460000000000007",2017-04-25
2017-04-26,"0,0",2017-04-26
2017-04-27,"0,128",2017-04-27
2017-04-28,"-1,3271",2017-04-28
2017-04-29,"0,27339999999999987",2017-04-29
2017-04-30,"0,0",2017-04-30
2017-05-02,"-0,72",2017-05-02
2017-05-03,"-0,1966",2017-05-03
2017-05-04,"-0,592",2017-05-04
2017-05-05,"0,0",2017-05-05
2017-05-06,"-0,8841999999999999",2017-05-06
2017-05-07,"0,0",2017-05-07
2017-05-08,"0,5994",2017-05-08
2017-05-09,"0,0",2017-05-09
2017-05-10,"0,0",2017-05-10
2017-05-11,"0,0",2017-05-11
2017-05-12,"0,34",2017-05-12
2017-05-13,"0,0",2017-05-13
2017-05-14,"0,3818",2017-05-14
2017-05-15,"0,0516",2017-05-15
2017-05-16,"-0,8227",2017-05-16
2017-05-17,"-0,3595",2017-05-17
2017-05-18,"-0,18070000000000003",2017-05-18
2017-05-19,"-0,296",2017-05-19
2017-05-20,"-1,2923",2017-05-20
2017-05-21,"0,0",2017-05-21
2017-05-22,"-0,7003",2017-05-22
2017-05-23,"0,7974",2017-05-23
2017-05-24,"-0,296",2017-05-24
2017-05-25,"-0,296",2017-05-25
2017-05-26,"0,0",2017-05-26
2017-05-27,"-0,296",2017-05-27
2017-05-28,"0,6042000000000001",2017-05-28
2017-05-29,"-0,296",2017-05-29
2017-05-30,"-0,6289",2017-05-30
2017-05-31,"-0,8533999999999999",2017-05-31
2017-06-01,"-1,184",2017-06-01
2017-06-02,"-0,7446999999999999",2017-06-02
2017-06-03,"0,020299999999999985",2017-06-03
2017-06-04,"0,34",2017-06-04
2017-06-05,"0,0",2017-06-05
2017-06-06,"0,09489999999999998",2017-06-06
2017-06-07,"-0,7439",2017-06-07
2017-06-08,"-0,043099999999999916",2017-06-08
2017-06-09,"0,0516",2017-06-09
2017-06-10,"0,0",2017-06-10
2017-06-12,"0,3259",2017-06-12
2017-06-13,"0,0",2017-06-13
2017-06-14,"0,4217",2017-06-14
2017-06-15,"0,3494",2017-06-15
2017-06-16,"0,34",2017-06-16
2017-06-17,"0,4215",2017-06-17
2017-06-19,"-0,6696",2017-06-19
2017-06-20,"0,0",2017-06-20
2017-06-21,"-0,296",2017-06-21
2017-06-22,"-0,296",2017-06-22
2017-06-23,"0,025600000000000067",2017-06-23
2017-06-24,"-1,0751",2017-06-24
2017-06-25,"-0,6572",2017-06-25
2017-06-26,"-0,296",2017-06-26
2017-06-27,"-0,3182",2017-06-27
2017-06-28,"-1,1494",2017-06-28
2017-06-29,"0,3182",2017-06-29
2017-06-30,"0,0",2017-06-30
2017-07-01,"-1,2865",2017-07-01
2017-07-02,"0,34",2017-07-02
2017-07-03,"1,8157999999999999",2017-07-03
2017-07-04,"-0,3162",2017-07-04
2017-07-05,"0,0",2017-07-05
2017-07-06,"-0,296",2017-07-06
2017-07-07,"1,0091",2017-07-07
2017-07-08,"0,44320000000000004",2017-07-08
2017-07-09,"-0,592",2017-07-09
2017-07-10,"0,8804000000000001",2017-07-10
2017-07-11,"-0,591",2017-07-11
2017-07-12,"0,0",2017-07-12
2017-07-13,"-0,7846",2017-07-13
2017-07-14,"-1,0840999999999998",2017-07-14
2017-07-15,"-1,9587999999999999",2017-07-15
2017-07-16,"0,0",2017-07-16
2017-07-17,"-0,019499999999999962",2017-07-17
2017-07-18,"-0,6679",2017-07-18
2017-07-19,"0,0",2017-07-19
2017-07-20,"-1,0109",2017-07-20
2017-07-21,"0,0",2017-07-21
2017-07-22,"0,1043",2017-07-22
2017-07-23,"0,34",2017-07-23
2017-07-24,"-1,0653000000000001",2017-07-24
2017-07-25,"0,128",2017-07-25
2017-07-26,"0,1255",2017-07-26
2017-07-27,"-0,5106",2017-07-27
2017-07-28,"-0,5267",2017-07-28
2017-07-29,"-0,5267",2017-07-29
2017-07-30,"-0,296",2017-07-30
2017-07-31,"0,9463",2017-07-31
2017-08-01,"0,21000000000000013",2017-08-01
2017-08-02,"-0,592",2017-08-02
2017-08-03,"0,45460000000000006",2017-08-03
2017-08-04,"-0,2594",2017-08-04
2017-08-05,"0,0",2017-08-05
2017-08-06,"0,9524000000000001",2017-08-06
2017-08-07,"0,08600000000000008",2017-08-07
2017-08-08,"-0,4081",2017-08-08
2017-08-09,"0,3612",2017-08-09
2017-08-10,"-0,2738",2017-08-10
2017-08-11,"1,0108",2017-08-11
2017-08-12,"-0,592",2017-08-12
2017-08-13,"-0,296",2017-08-13
2017-08-14,"0,6487",2017-08-14
2017-08-15,"0,0",2017-08-15
2017-08-16,"0,3182",2017-08-16
2017-08-17,"0,34",2017-08-17
2017-08-18,"-0,16699999999999995",2017-08-18
2017-08-19,"-0,7003",2017-08-19
2017-08-20,"0,0",2017-08-20
2017-08-21,"0,23509999999999992",2017-08-21
2017-08-22,"-0,6705",2017-08-22
2017-08-23,"0,07799999999999996",2017-08-23
2017-08-24,"-0,592",2017-08-24
2017-08-25,"-0,68",2017-08-25
2017-08-26,"0,0",2017-08-26
2017-08-27,"0,6299",2017-08-27
2017-08-28,"0,5994",2017-08-28
2017-08-29,"0,0",2017-08-29
2017-08-30,"0,0",2017-08-30
2017-08-31,"-0,592",2017-08-31
2017-09-01,"-0,592",2017-09-01
2017-09-02,"-0,8534",2017-09-02
2017-09-03,"0,0",2017-09-03
2017-09-04,"-0,9123000000000001",2017-09-04
2017-09-05,"-0,38430000000000003",2017-09-05
2017-09-06,"-0,5574",2017-09-06
2017-09-07,"-1,06",2017-09-07
2017-09-08,"0,9259",2017-09-08
2017-09-09,"1,138",2017-09-09
2017-09-10,"-0,296",2017-09-10
2017-09-11,"-0,7143999999999999",2017-09-11
2017-09-12,"0,636",2017-09-12
2017-09-13,"-0,32319999999999993",2017-09-13
2017-09-14,"-1,0866",2017-09-14
2017-09-15,"0,04400000000000004",2017-09-15
2017-09-16,"0,0",2017-09-16
2017-09-17,"0,18710000000000004",2017-09-17
2017-09-18,"0,5258",2017-09-18
2017-09-19,"-0,592",2017-09-19
2017-09-20,"-0,13719999999999988",2017-09-20
2017-09-21,"0,0",2017-09-21
2017-09-22,"-0,592",2017-09-22
2017-09-23,"0,0",2017-09-23
2017-09-24,"0,0",2017-09-24
2017-09-25,"0,0",2017-09-25
2017-09-26,"0,4391",2017-09-26
2017-09-27,"-0,8534",2017-09-27
2017-09-28,"0,0",2017-09-28
2017-09-29,"-1,1716",2017-09-29
2017-09-30,"-0,46979999999999994",2017-09-30
2017-10-01,"-0,296",2017-10-01
2017-10-02,"-1,5838999999999999",2017-10-02
2017-10-03,"-1,1915",2017-10-03
2017-10-04,"-0,8533999999999999",2017-10-04
2017-10-05,"0,14679999999999999",2017-10-05
2017-10-06,"0,5241",2017-10-06
2017-10-07,"-1,4783",2017-10-07
2017-10-08,"-0,296",2017-10-08
2017-10-09,"0,0",2017-10-09
2017-10-10,"0,0",2017-10-10
2017-10-11,"-0,594",2017-10-11
2017-10-12,"0,0",2017-10-12
2017-10-13,"0,3818",2017-10-13
2017-10-14,"0,5994",2017-10-14
2017-10-15,"0,296",2017-10-15
2017-10-16,"1,0045",2017-10-16
2017-10-17,"0,3182",2017-10-17
2017-10-18,"1,0965",2017-10-18
2017-10-19,"-0,9768",2017-10-19
2017-10-20,"0,7728",2017-10-20
2017-10-21,"-0,8943000000000001",2017-10-21
2017-10-22,"-0,37360000000000004",2017-10-22
2017-10-23,"0,0",2017-10-23
2017-10-24,"0,734",2017-10-24
2017-10-25,"0,0",2017-10-25
2017-10-26,"-0,13319999999999999",2017-10-26
2017-10-27,"-0,5574",2017-10-27
2017-10-28,"-0,296",2017-10-28
2017-10-29,"0,0",2017-10-29
2017-10-30,"-0,296",2017-10-30
2017-10-31,"-0,592",2017-10-31
2017-11-01,"-0,20849999999999996",2017-11-01
2017-11-02,"-0,296",2017-11-02
2017-11-03,"-0,7003",2017-11-03
2017-11-04,"-0,5820000000000001",2017-11-04
2017-11-05,"-0,14289999999999997",2017-11-05
2017-11-06,"0,4588",2017-11-06
2017-11-07,"0,0",2017-11-07
2017-11-08,"-0,1901",2017-11-08
2017-11-09,"-0,14440000000000008",2017-11-09
2017-11-10,"-0,24439999999999998",2017-11-10
2017-11-11,"-0,3326",2017-11-11
2017-11-12,"0,5319",2017-11-12
2017-11-13,"-0,6985999999999999",2017-11-13
2017-11-14,"-0,296",2017-11-14
2017-11-15,"-0,9032",2017-11-15
2017-11-16,"-0,3823",2017-11-16
2017-11-17,"-0,36369999999999997",2017-11-17
2017-11-18,"0,0",2017-11-18
2017-11-19,"-0,47509999999999997",2017-11-19
2017-11-20,"-0,3595",2017-11-20
2017-11-21,"0,18230000000000002",2017-11-21
2017-11-22,"0,0",2017-11-22
2017-11-23,"-0,8158000000000001",2017-11-23
2017-11-24,"-0,6351",2017-11-24
2017-11-25,"-0,296",2017-11-25
2017-11-26,"0,5859",2017-11-26
2017-11-27,"-0,3595",2017-11-27
2017-11-28,"1,7602",2017-11-28
2017-11-29,"-0,592",2017-11-29
2017-11-30,"0,0",2017-11-30
2017-12-01,"0,7757",2017-12-01
2017-12-02,"-1,1162",2017-12-02
2017-12-03,"-0,8555",2017-12-03
2017-12-04,"-1,1514",2017-12-04
2017-12-05,"-0,5690999999999999",2017-12-05
2017-12-06,"-0,9963000000000001",2017-12-06
2017-12-07,"0,0",2017-12-07
2017-12-08,"0,0",2017-12-08
2017-12-09,"0,0",2017-12-09
2017-12-10,"-0,592",2017-12-10
2017-12-11,"0,08570000000000011",2017-12-11
2017-12-12,"-0,16799999999999998",2017-12-12
2017-12-13,"-0,06230000000000002",2017-12-13
2017-12-14,"-0,296",2017-12-14
2017-12-15,"-0,3042999999999998",2017-12-15
2017-12-16,"-1,9721",2017-12-16
2017-12-17,"0,0",2017-12-17
2017-12-18,"0,5859",2017-12-18
2017-12-19,"0,6341",2017-12-19
2017-12-20,"0,3818",2017-12-20
2017-12-21,"1,1179000000000001",2017-12-21
2017-12-22,"-0,296",2017-12-22
2017-12-23,"-1,7282",2017-12-23
2017-12-24,"0,5056",2017-12-24
2017-12-25,"-0,5989",2017-12-25
2017-12-26,"0,0",2017-12-26
2017-12-27,"0,21070000000000005",2017-12-27
2017-12-28,"-0,296",2017-12-28
2017-12-29,"0,0",2017-12-29
2017-12-30,"0,0727000000000001",2017-12-30
2017-12-31,"0,0",2017-12-31
2018-01-01,"-0,802",2018-01-01
2018-01-02,"-0,17560000000000003",2018-01-02
2018-01-03,"0,0",2018-01-03
2018-01-04,"-0,296",2018-01-04
2018-01-05,"0,0",2018-01-05
2018-01-06,"-0,019999999999999907",2018-01-06
2018-01-07,"-0,8469",2018-01-07
2018-01-08,"0,5782999999999999",2018-01-08
2018-01-09,"-1,1776",2018-01-09
2018-01-10,"0,6284000000000001",2018-01-10
2018-01-11,"-0,0966",2018-01-11
2018-01-12,"-0,8383",2018-01-12
2018-01-13,"-1,4143",2018-01-13
2018-01-14,"0,0",2018-01-14
2018-01-15,"1,0248",2018-01-15
2018-01-16,"0,0",2018-01-16
2018-01-17,"-1,4007999999999998",2018-01-17
2018-01-18,"0,04400000000000004",2018-01-18
2018-01-19,"-0,5423",2018-01-19
2018-01-20,"0,0",2018-01-20
2018-01-21,"0,0",2018-01-21
2018-01-22,"-1,005",2018-01-22
2018-01-23,"0,447",2018-01-23
2018-01-24,"-0,296",2018-01-24
2018-01-25,"0,03190000000000004",2018-01-25
2018-01-26,"0,0",2018-01-26
2018-01-27,"-0,4724",2018-01-27
2018-01-28,"0,0",2018-01-28
2018-01-29,"0,0",2018-01-29
2018-01-30,"0,0",2018-01-30
2018-01-31,"0,6739",2018-01-31
2018-02-01,"-0,7830999999999999",2018-02-01
2018-02-02,"0,2906",2018-02-02
2018-02-03,"-0,296",2018-02-03
2018-02-04,"0,128",2018-02-04
2018-02-05,"0,34",2018-02-05
2018-02-06,"0,0",2018-02-06
2018-02-07,"0,0",2018-02-07
2018-02-08,"-0,5245000000000001",2018-02-08
2018-02-09,"-0,592",2018-02-09
2018-02-10,"-0,5345",2018-02-10
2018-02-11,"0,0",2018-02-11
2018-02-12,"0,0",2018-02-12
2018-02-13,"-1,0896",2018-02-13
2018-02-14,"-1,098",2018-02-14
2018-02-15,"-0,8763000000000001",2018-02-15
2018-02-16,"0,0772",2018-02-16
2018-02-17,"0,0",2018-02-17
2018-02-18,"0,34",2018-02-18
2018-02-19,"0,4767",2018-02-19
2018-02-20,"-0,18669999999999992",2018-02-20
2018-02-21,"0,7843",2018-02-21
2018-02-22,"-0,14049999999999996",2018-02-22
2018-02-23,"-0,4404",2018-02-23
2018-02-24,"0,0",2018-02-24
2018-02-25,"-0,7003",2018-02-25
2018-02-26,"0,4479",2018-02-26
2018-02-27,"-0,6486",2018-02-27
2018-02-28,"-0,20229999999999998",2018-02-28
2018-03-01,"1,1306",2018-03-01
2018-03-02,"0,08579999999999999",2018-03-02
2018-03-03,"0,8224",2018-03-03
2018-03-04,"0,0",2018-03-04
2018-03-05,"0,04400000000000004",2018-03-05
2018-03-06,"-0,19329999999999997",2018-03-06
2018-03-07,"0,9040999999999999",2018-03-07
2018-03-08,"0,0",2018-03-08
2018-03-09,"-0,6925",2018-03-09
2018-03-10,"-0,24439999999999998",2018-03-10
2018-03-11,"-0,5267",2018-03-11
2018-03-12,"0,9259000000000001",2018-03-12
2018-03-13,"-0,296",2018-03-13
2018-03-14,"0,4391",2018-03-14
2018-03-15,"0,0",2018-03-15
2018-03-16,"-0,3441",2018-03-16
2018-03-17,"0,013899999999999968",2018-03-17
2018-03-18,"0,0",2018-03-18
2018-03-19,"-0,9388000000000001",2018-03-19
2018-03-20,"-0,8227",2018-03-20
2018-03-21,"-0,5267",2018-03-21
2018-03-22,"-0,296",2018-03-22
2018-03-23,"0,0",2018-03-23
2018-03-24,"-0,9925999999999999",2018-03-24
2018-03-25,"0,0",2018-03-25
2018-03-26,"0,3612",2018-03-26
2018-03-27,"0,0",2018-03-27
2018-03-28,"0,128",2018-03-28
2018-03-29,"0,1059",2018-03-29
2018-03-30,"-0,6808",2018-03-30
2018-03-31,"-1,4684",2018-03-31
2018-04-01,"-0,8383",2018-04-01
2018-04-02,"-1,3952",2018-04-02
2018-04-03,"-1,3287",2018-04-03
2018-04-04,"-0,8555",2018-04-04
2018-04-05,"0,0516",2018-04-05
2018-04-06,"0,04400000000000004",2018-04-06
2018-04-07,"0,0",2018-04-07
2018-04-08,"-0,8534",2018-04-08
2018-04-09,"-1,8638",2018-04-09
2018-04-10,"-1,2923",2018-04-10
2018-04-11,"-0,3736",2018-04-11
2018-04-12,"-0,592",2018-04-12
2018-04-13,"-1,5383",2018-04-13
2018-04-14,"0,0",2018-04-14
2018-04-15,"-0,296",2018-04-15
2018-04-16,"-1,1769",2018-04-16
2018-04-17,"-0,296",2018-04-17
2018-04-18,"-0,592",2018-04-18
2018-04-19,"-0,7007",2018-04-19
2018-04-20,"0,21460000000000007",2018-04-20
2018-04-21,"0,34",2018-04-21
2018-04-22,"-0,6778",2018-04-22
2018-04-23,"-1,0534",2018-04-23
2018-04-24,"0,0",2018-04-24
2018-04-25,"-1,3574",2018-04-25
2018-04-26,"-0,296",2018-04-26
2018-04-27,"-1,0534",2018-04-27
2018-04-28,"-0,6447",2018-04-28
2018-04-29,"-0,296",2018-04-29
2018-04-30,"-0,296",2018-04-30
2018-05-01,"0,884",2018-05-01
2018-05-02,"-0,14289999999999997",2018-05-02
2018-05-03,"0,0",2018-05-03
2018-05-04,"0,08579999999999999",2018-05-04
2018-05-05,"-0,03359999999999996",2018-05-05
2018-05-06,"0,0",2018-05-06
2018-05-07,"-0,6555",2018-05-07
2018-05-08,"-0,4939",2018-05-08
2018-05-09,"-1,1515",2018-05-09
2018-05-10,"-0,5267",2018-05-10
2018-05-11,"-1,9695999999999998",2018-05-11
2018-05-12,"0,0",2018-05-12
2018-05-13,"0,3612",2018-05-13
2018-05-14,"-1,1978",2018-05-14
2018-05-15,"-0,6477999999999999",2018-05-15
2018-05-16,"0,04400000000000004",2018-05-16
2018-05-17,"0,0",2018-05-17
2018-05-18,"-0,296",2018-05-18
2018-05-19,"-0,8879999999999999",2018-05-19
2018-05-21,"-0,796",2018-05-21
2018-05-22,"0,6582",2018-05-22
2018-05-23,"-0,296",2018-05-23
2018-05-24,"-0,5076",2018-05-24
2018-05-25,"0,04400000000000004",2018-05-25
2018-05-26,"0,18070000000000003",2018-05-26
2018-05-27,"-0,296",2018-05-27
2018-05-28,"-0,9963000000000001",2018-05-28
2018-05-29,"-1,1442",2018-05-29
2018-05-30,"0,0",2018-05-30
2018-05-31,"-0,9689",2018-05-31
2018-06-01,"0,0",2018-06-01
2018-06-02,"0,0",2018-06-02
2018-06-03,"-0,3466",2018-06-03
2018-06-04,"-1,6488999999999998",2018-06-04
2018-06-05,"-0,8647",2018-06-05
2018-06-06,"0,7399",2018-06-06
2018-06-07,"0,2263",2018-06-07
2018-06-08,"0,3818",2018-06-08
2018-06-09,"0,0",2018-06-09
2018-06-10,"-0,9868",2018-06-10
2018-06-11,"0,42260000000000003",2018-06-11
2018-06-12,"0,0",2018-06-12
2018-06-13,"0,9351",2018-06-13
2018-06-14,"0,30340000000000006",2018-06-14
2018-06-15,"0,18850000000000006",2018-06-15
2018-06-16,"0,0",2018-06-16
2018-06-17,"-0,296",2018-06-17
2018-06-18,"0,0",2018-06-18
2018-06-19,"0,128",2018-06-19
2018-06-20,"-0,1027",2018-06-20
2018-06-21,"-0,296",2018-06-21
2018-06-22,"0,68",2018-06-22
2018-06-23,"-0,296",2018-06-23
2018-06-24,"-0,9177",2018-06-24
2018-06-25,"0,0",2018-06-25
2018-06-26,"-0,7748",2018-06-26
2018-06-27,"-1,7435",2018-06-27
2018-06-28,"-0,0262",2018-06-28
2018-06-29,"-1,2577",2018-06-29
2018-06-30,"0,0",2018-06-30
2018-07-01,"0,0",2018-07-01
2018-07-02,"0,08579999999999999",2018-07-02
2018-07-03,"-0,8227",2018-07-03
2018-07-04,"-0,296",2018-07-04
2018-07-05,"0,0",2018-07-05
2018-07-06,"0,8907",2018-07-06
2018-07-07,"-0,6174999999999999",2018-07-07
2018-07-08,"-0,296",2018-07-08
2018-07-09,"-0,31760000000000005",2018-07-09
2018-07-10,"0,0",2018-07-10
2018-07-11,"0,5574",2018-07-11
2018-07-12,"0,4939",2018-07-12
2018-07-13,"-0,5323999999999999",2018-07-13
2018-07-14,"-0,296",2018-07-14
2018-07-15,"-0,0387",2018-07-15
2018-07-16,"-0,296",2018-07-16
2018-07-17,"-0,7058",2018-07-17
2018-07-18,"0,1864",2018-07-18
2018-07-19,"-0,3736",2018-07-19
2018-07-20,"-0,296",2018-07-20
2018-07-21,"0,5859",2018-07-21
2018-07-22,"-0,3736",2018-07-22
2018-07-23,"-1,0534",2018-07-23
2018-07-24,"-1,1591",2018-07-24
2018-07-25,"-0,7003",2018-07-25
2018-07-26,"0,0",2018-07-26
2018-07-27,"-0,24289999999999998",2018-07-27
2018-07-28,"0,0",2018-07-28
2018-07-29,"-0,7003",2018-07-29
2018-07-30,"-0,296",2018-07-30
2018-07-31,"-0,592",2018-07-31
2018-08-01,"-1,1774",2018-08-01
2018-08-02,"-0,8270000000000001",2018-08-02
2018-08-03,"-0,7847999999999999",2018-08-03
2018-08-04,"-1,1494",2018-08-04
2018-08-05,"-1,4454",2018-08-05
2018-08-06,"-0,7143999999999999",2018-08-06
2018-08-07,"0,555",2018-08-07
2018-08-08,"-0,592",2018-08-08
2018-08-09,"0,0",2018-08-09
2018-08-10,"0,28099999999999997",2018-08-10
2018-08-11,"-0,698",2018-08-11
2018-08-12,"-0,6808",2018-08-12
2018-08-13,"-0,21739999999999998",2018-08-13
2018-08-14,"-0,1719",2018-08-14
2018-08-15,"0,0",2018-08-15
2018-08-16,"-0,5574",2018-08-16
2018-08-17,"0,6538",2018-08-17
2018-08-18,"-0,592",2018-08-18
2018-08-19,"0,0",2018-08-19
2018-08-20,"-0,3975",2018-08-20
2018-08-21,"-1,3251",2018-08-21
2018-08-22,"-1,7488",2018-08-22
2018-08-23,"0,0",2018-08-23
2018-08-24,"0,0516",2018-08-24
2018-08-25,"-0,4871",2018-08-25
2018-08-26,"-0,18669999999999992",2018-08-26
2018-08-27,"-0,01700000000000007",2018-08-27
2018-08-28,"-0,1179",2018-08-28
2018-08-29,"-0,25830000000000003",2018-08-29
2018-08-30,"0,3443999999999999",2018-08-30
2018-08-31,"0,7596",2018-08-31
2018-09-01,"-1,3046",2018-09-01
2018-09-02,"-0,296",2018-09-02
2018-09-03,"-0,18669999999999992",2018-09-03
2018-09-04,"0,8506",2018-09-04
2018-09-05,"-0,6696",2018-09-05
2018-09-06,"-0,296",2018-09-06
2018-09-07,"0,08570000000000011",2018-09-07
2018-09-08,"-0,886",2018-09-08
2018-09-09,"-0,4871",2018-09-09
2018-09-10,"-1,6792",2018-09-10
2018-09-11,"0,6967000000000001",2018-09-11
2018-09-12,"0,3182",2018-09-12
2018-09-13,"-1,4041",2018-09-13
2018-09-14,"0,34",2018-09-14
2018-09-15,"-1,5129",2018-09-15
2018-09-16,"-0,296",2018-09-16
2018-09-17,"-1,1467",2018-09-17
2018-09-18,"-0,41409999999999997",2018-09-18
2018-09-19,"-1,1034",2018-09-19
2018-09-20,"-0,296",2018-09-20
2018-09-21,"-0,796",2018-09-21
2018-09-22,"-0,296",2018-09-22
2018-09-23,"-1,5174999999999998",2018-09-23
2018-09-24,"-0,3595",2018-09-24
2018-09-25,"-1,2701",2018-09-25
2018-09-26,"-0,296",2018-09-26
2018-09-27,"0,0",2018-09-27
2018-09-28,"0,0",2018-09-28
2018-09-29,"-1,2169",2018-09-29
2018-09-30,"0,23069999999999996",2018-09-30
2018-10-01,"-0,296",2018-10-01
2018-10-02,"-0,6555",2018-10-02
2018-10-03,"-1,1841",2018-10-03
2018-10-04,"-0,8889",2018-10-04
2018-10-05,"1,2561",2018-10-05
2018-10-06,"-0,5214",2018-10-06
2018-10-07,"-1,3800999999999999",2018-10-07
2018-10-08,"0,6671",2018-10-08
2018-10-09,"0,1628",2018-10-09
2018-10-10,"-0,8879999999999999",2018-10-10
2018-10-11,"-0,05689999999999995",2018-10-11
2018-10-12,"0,1027",2018-10-12
2018-10-13,"-0,2367999999999999",2018-10-13
2018-10-14,"0,34",2018-10-14
2018-10-15,"0,25630000000000003",2018-10-15
2018-10-16,"0,0",2018-10-16
2018-10-17,"0,20680000000000004",2018-10-17
2018-10-18,"-0,296",2018-10-18
2018-10-19,"0,36369999999999997",2018-10-19
2018-10-20,"-0,296",2018-10-20
2018-10-21,"0,34",2018-10-21
2018-10-22,"0,4939",2018-10-22
2018-10-23,"0,5888",2018-10-23
2018-10-24,"-0,296",2018-10-24
2018-10-25,"-0,5619",2018-10-25
2018-10-26,"0,5829",2018-10-26
2018-10-27,"-0,41409999999999997",2018-10-27
2018-10-28,"0,0",2018-10-28
2018-10-29,"-1,1121999999999999",2018-10-29
2018-10-30,"0,05830000000000002",2018-10-30
2018-10-31,"-0,6299",2018-10-31
2018-11-01,"0,5859",2018-11-01
